Event_ID,Line,Station,TS,Part_No,Torque,Temp,Defect,VIN,Supplier,Work_Order,Tool_ID,Inspection_Source,Scrap_Reason,Energy_kWh,Pressure,Warranty_Claim,Plan_Production
EVT-00128,GA-2,STN-07,2025-07-09 12:40,101-jkl,53.9,191.8F,None,6BRXZP653DZJYM8PF,SUP-11,WO-2025169,T-107,probe,,3.99,35.6,No,106
EVT-00129, GA-3 , STN-03 ,19-04-2025 15:19:35,101-JKL,51.1,78.3 C,OK,U3TWZ65RJ 3X JJ807C,Sup-05,WO-2025157,T-103,manual,S3,2.95 kWh,47.6,No,116
EVT-00130,GA-2,  STN-01,2025-08-02 12:27,101JKL,50.0,116.8 C,OK,Lf55UTNJ62TStZ 2EZ,Sup-02,WO-2025147,T-101,camera,,3.02 kWh,40.6,No,112
EVT-00131,GA-3,STN-02,11/07/2025 05:48:41,202-MNO,41.5,189.0F,na,AE9CVW2FHCV5MP7GD,SUP-02,WO-2025240,T-102,probe,,3.08,51.4,No,114
EVT-00132,GA-2,STN-09,2025/05/24 11:04:03,303-PQR,55.8,194.9F,None,9LXEYVFMTJBX9ZWMY,SUP-01,WO-2025299,T-109,manual,S1,2.01 kWh,42.1 psi,No,105
EVT-00133,  GA-3,STN-07  ,2025-06-10 09:17:41,789-GHI,49.0,206.2F,na,3VYTUL7FFFR2GX3KV,Sup-01,WO-2025249,T-107,CAMERA,,3.45,32.2 psi,No,110
EVT-00134,GA-1  ,  STN-07,14/03/2025 13:03:23,456DEF,58.0 Nm,187.3F,Reject,3 4F60 GMMF5PTEFMJJ,SUP-01,WO-2025208,T-107,manual,S3,2.6 kWh,38.4 PSI,No,115
EVT-00135,GA-1  ,  STN-02,18-06-2025 09:58:28,789-GHI,63.9,93.7 C,None,NNMRFG1R25FY580NU,Sup-11,WO-2025172, T-102 ,operator,S4,3.42 kWh,39.3 psi,No,121
EVT-00136,GA-3,STN-03,2025-12-08 06:00,101-JKL,48.0 Nm,98.9C,OK,57W67GTEXMTS5F866,SUP-11,WO-2025256,T-103,probe,,4.25 kWh,40.0,No,115
EVT-00137,GA-1  ,STN-07,01-03-2025 17:26:33,456-def,55.5,92.6C, None,P1JPCE47TT8J9VA25,SUP-01,WO-2025143, T-107 ,camera,S2,2.82 kWh,38.4 PSI,No,118
EVT-00138,GA-3,STN-09,01-17-2025 08:34:24,202-MNO,50.9,95.0 C, None,VL07XKKMZ6VG6GJ99,SUP-02,WO-2025186,T-109,operator,S1,2.88,33.4 psi,No,115
EVT-00139,  GA-3,STN-02,12-09-2025 15:50:12,202-MNO,55.6 Nm,94.6C,None,P8SRM39SDJ6FD01EG,SUP-09,WO-2025257,T-102,manual,S4,2.51 kWh,43.6 psi,No,120
EVT-00140,GA-2  ,  STN-09,2025-11-09 05:46,456-DEF,56.6 Nm,97.4C,na,B28B9Sc L4n5V 8HN2B,sup-09,WO-2025152,T-109,probe,,2.41,39.2 PSI,No,109
EVT-00141,GA-1,STN-01,2025-06-19 08:57,303-PQR,50.4 Nm,212.4F,None,8SJ0K4C9YBPNSY0C4,SUP-05,WO-2025009,T-101, MANUAL ,,3.44,47.7 PSI,No,119
EVT-00142, GA-2 ,  STN-02,2025/06/25 14:49:59,202MNO,50.8,93.5 C,OK,0M 4HY5ZCTHZSNTM32,sup-05,WO-2025040,T102,CAMERA,,2.55 kWh,35.8 psi,No,109
EVT-00143,  GA-3,STN-05,2025/06/02 05:46:37,789-GHI,76.0,87.8C,None,TE0TDZYZVS5TN T9XM,sup-02,WO-2025026,T-105, SENSOR ,S1,5.55,49.0 PSI,No,119
EVT-00144, GA-2 ,  STN-03,24/06/2025 19:29:13,101-JKL,29.2,83.6 C,None,KXEF3MXV5CF HLKJYJ,Sup-11,WO-2025018,T-103, MANUAL ,,4.32,61.8 psi,No,109
EVT-00145, GA-3 , STN-05 ,2025-09-08 15:28:24,303-PQR,46.5,236.5F,None,VMJK509T  WKMCY50PG,SUP-11,WO-2025096,t-105, MANUAL ,,4.07 kWh,46.4 psi,No,114
EVT-00146,  GA-3,STN-01  ,2025-12-18 10:16,123 ABC,86.5,182.5F,Reject,7DHMFPLNSC3YNCHKW,SUP-09,WO-2025033,T101,manual,S1,2.21 kWh,35.3 psi,No,119
EVT-00147,GA-2,STN-07,03/10/2025 16:49:50,789-GHI,54.4,209.1F,na,J54ZYH0KJEX6PT7YN,SUP-05,WO 2025068,T-107,manual,S1,3.94 kWh,43.2 psi,No,111
EVT-00148,GA-2  ,STN-05  ,04/10/2025 18:21:50,202-MNO,47.7,78.6C,OK,4z8M7YxZ0S4  cV37TC,Sup-01,WO-2025260,T-105,probe,,3.6 kWh,38.7 PSI,No,107
EVT-00149,GA-2  ,  STN-09,02-10-2025 12:42:08,303-PQR,46.6 Nm,84.3 C,None,1VKBG4FK229FR  J 0H9,SUP-01,WO-2025184,T-109,Manual,S3,3.03,36.2,No,112
EVT-00150,GA-2,STN-02,12-06-2025 15:28:34,456-DEF,53.1,90.9C,None,1LFSP0TYDR46AFZGG,Sup-05,WO-2025159,T-102,Camera,S2,2.66,36.4 PSI,No,112
EVT-00151, GA-2 ,STN-09  ,2025/02/12 18:22:15,101-JKL,78.8,208.4F,None,WP6E0N8Z4YBBM0J33,Sup-02, WO-2025069 ,t-109, MANUAL ,,2.32,32.2 psi,No,115
EVT-00152,GA-3,STN-01,2025/12/17 05:00:58,202-mno,51.6 Nm,186.8F,na,TEY9BPBCC12T89D85,SUP-02,WO-2025063,T-101,sensor,S3,3.36,47.0 PSI,No,115
EVT-00153,  GA-3,  STN-03,19-12-2025 14:19:02,123-ABC,58.3 Nm,180.1F,None,84305FE1F56V2UL03,SUP-05,wo-2025162,T-103, SENSOR ,S1,3.67,43.3,No,117
EVT-00154, GA-3 , STN-05 ,22/08/2025 09:37:07,202-mno,53.4 Nm,194.5F,na,FMRM5GGBP16FGSYJP,SUP-09,wo-2025036, T-105 ,sensor,,4.09,46.1 PSI,No,114
EVT-00155,GA-2,STN-02,2025-10-06 16:46:37,101-JKL,51.6,180.3F, None,0ZF3EX5JH5WEANT5U,sup-09,WO-2025048,T-102,operator,,2.26 kWh,34.0 psi,No,106
EVT-00156,GA-2  ,  STN-05,09-09-2025 18:35:26,789-GHI,47.9,89.0 C, OK,0UJ89WW2FFPES2SVC,sup-09,WO-2025100,T-105,Camera,S2,5.15 kWh,22.2 PSI,Yes,110
EVT-00157, GA-3 ,STN-09  ,2025-10-04 08:16:54,789GHI,53.0,95.2 C,na,k 5e0T96kX1PN524 KT,SUP-09, WO-2025066 ,T-109,sensor,S2,2.06,37.8,No,120
EVT-00158,GA-3,STN-02,2025/09/08 15:18:40,303-PQR,44.4,81.1 C,None,VMJK509TWKMCY50PG,Sup-11,WO-2025096,T-102,Sensor,S4,3.53,38.0,No,117
EVT-00159,GA-2  ,STN-05  ,06/10/2025 16:54:37,101-JKL,54.3 Nm,82.4 C,None,0Zf3EX 5jh5WEANT5  u,Sup-09,WO-2025048,T-105,Sensor,,5.7 kWh,49.4,No,109
EVT-00160,  GA-1,STN-02  ,25-08-2025 08:15:16,303-pqr,42.3,79.0 C,OK,UXY5 ZDH 3 X57GDHKXR,SUP-11,WO-2025196,T-102,CAMERA,S2,2.47,36.9 PSI,No,118
EVT-00161,  GA-1,  STN-09,2025-11-20 21:07:44,123-ABC,41.3,206.4F,None,PGJV68PETR180 TBAE,SUP-02,WO-2025254,T109, MANUAL ,,2.61 kWh,49.8 PSI,No,116
EVT-00162,GA-1,STN-05,2025/07/23 15:47:28,789-GHI,46.8,95.6C,None,D76U0N9CDE4CVR8HJ,Sup-05,WO-2025012,T-105, SENSOR ,,5.16 kWh,45.0 psi,No,119
EVT-00163,GA-3,  STN-07,15/02/2025 20:27:23,456-def,41.8 Nm,82.0C,None,5 P GJM 11HALT1JAW9N,Sup-05,WO-2025285,T-107,CAMERA,,3.26 kWh,39.6,No,113
EVT-00164,GA-3  , STN-07 ,2025-05-02 09:56,456-DEF,39.1,83.2C,OK,5UC52UJ92HEWZ S0VL,sup-02,WO-2025187,T-107, vision ,S3,2.9 kWh,43.2 psi,no,113
EVT-00165,  GA-1,STN-07  ,20-11-2025 21:02:13,123ABC,58.3,96.5C,None,PgjV68PE tR1 80 TBaE,sup-02,WO-2025254,T-107,manual,S1,3.26,41.0 psi,No,118
EVT-00166,  GA-1,  STN-09,2025/02/14 16:91:54,123-ABC,46.1,113.3C,OK,V dUMJ53U hTM96FF31,Sup-09,WO-2025170,T109, MANUAL ,S2,1.88,46.5,No,125
EVT-00167,GA-2,  STN-09,06-08-2025 20:48:58,101-JKL,60.9,92.8C, na,Z0jsPvS0w hTYvJW35,Sup-05,WO-2025165,T-109, vision ,,3.01,32.6 PSI,No,106
EVT-00168,GA-1  ,  STN-07,2025-02-02 15:09,789 GHI,57.3,93.3 C,OK,XKB08A16Z 6MHGA80P,Sup-01,WO-2025173,T-107, vision ,,2.85 kWh,33.9 PSI,No,122
EVT-00169, GA-3 , STN-05 ,2025-12-10 19:53:25,303-PQR,63.4 Nm,197.6F,OK,JNU HLZNF2T UFEJGP V,SUP-02,WO-2025237,T-105,operator,,4.48,38.5 psi,No,117
EVT-00170,  GA-3,STN-05,2025/08/09 06:30:06,123-abc,53.9,78.4 C,OK,Z9M0E9XZ 5XCA1 4DA0,Sup-09,WO-2025167,T-105,Camera,S1,3.69,42.5,No,116
EVT-00171,GA-3,STN-03,2025/08/05 07:47:58,101-JKL,57.6,101.6C,None,M80UA67VFKNSDX7SB,SUP-09,WO-2025166,T-103,probe,S4,4.14 kWh,33.2 PSI,No,116
EVT-00172,GA-2,STN-01,2025/08/06 20:30:16,101-jkl,60.5,180.3F,None,Z0JSPvS0 WHT yVJW 35,SUP-05,WO-2025165,T-101,Camera,,2.99,47.8,No,111
EVT-00173,GA-3  , STN-07 ,12-19-2025 14:25:31,123 ABC,62.2,96.9C,OK,84305 FE1F56 V2UL03,SUP-05,wo-2025162,T-107,camera,,2.44 kWh,51.9,No,119
EVT-00174,GA-2  ,STN-09  ,2025-05-18 12:37,202-MNO,51.7,199.2F,OK,U20 NH2mk TLp87VSgD,SUP-01, WO-2025220 ,T-109,Sensor,,2.81,41.7 psi,No,112
EVT-00175, GA-3 , STN-01 ,14/02/2025 07:49:09,456-DEF,46.6,88.6 C,None,MZ TW772K62FR 0SX 2G,Sup-02,WO-2025201,t-101, SENSOR ,S4,3.11 kWh,38.1 psi,No,119
EVT-00176,GA-3  ,STN-07,2025-12-09 16:00:26,202 MNO,49.3,83.8 C,None,P8SRM39SDJ6FD01EG,SUP-09,wo-2025257,T-107, SENSOR ,S1,2.46,39.2 psi,No,113
EVT-00177,  GA-1,STN-05  ,2025/02/09 11:15:51,303-pqr,44.8 Nm,134.1F,None,B6X0LPPGWWE3V2F6T,SUP-09,WO-2025112,T-105,manual,S3,4.33 kWh,52.8 psi,No,117
EVT-00178,GA-3,STN-01,11/05/2025 17:32:40,202-MNO,54.1,190.9F,None,5NUH8FHG8YX2VP0P6,SUP-02,WO-2025250,T-101,Manual,S2,3.12 kWh,53.6,No,113
EVT-00179,GA-3,STN-09  ,08/04/2025 10:32:59,303-PQR,42.2 Nm,81.0C,None,A1CW7 MZZCJ 4R1ST2L,Sup-09,WO-2025054,T-109, SENSOR ,S1,2.05,39.1,N,110
EVT-00180,GA-2,STN-09,2025/10/06 06:53:41,789-GHI,62.9 Nm,184.8F,Reject,V5SYASUT2BNLKAT93,sup-01,WO-2025218,T-109,sensor,S4,2.29 kWh,44.6 psi,No,105
EVT-00181,  GA-1,STN-01,12/10/2025 06:30:35,123-ABC,57.9,92.9C,None,HLKL8WJ62VZJ  AWF71,Sup-01,WO-2025178,T-101,CAMERA,,2.58 kWh,41.7,No,118
EVT-00182,GA-1  ,  STN-01,2025/08/13 10:47:27,123-ABC,40.8,95.6 C,OK,AAHWX95 8YK KS6Y5L D,SUP-11,WO-2025118,T-101,probe,,2.76 kWh,48.6,No,121
EVT-00183,  GA-2,STN-03,04/10/2025 18:15:36,202-mno,51.2,178.7F,None,4z8M 7yXZ0S4CV37TC,SUP-01,WO-2025260,T-103,camera,S3,3.19,35.3 psi,No,107
EVT-00184, GA-3 ,  STN-02,2025-10-04 07:57,789-GHI,45.6,178.0F,Reject,K5E0T96KX1PN524KT,sup-09,WO-2025066,T-102,Sensor,S2,3.33,36.2 psi,Yes,120
EVT-00185,GA-2,STN-05,05-10-2025 13:13:36,123-ABC,40.3 Nm,189.5F,OK,T5RZZ05ZMHU73733B,sup-11,WO-2025067,T-105,camera,S2,5.06,38.3 psi,N,108
EVT-00186,GA-2, STN-05 ,2025-12-10 21:15:19,456-DEF,54.0,211.1F,None,09LFER95K 4AXL A T1X,SUP-09,WO-2025083,T-105,manual,S1,5.53,32.2 PSI,No,115
EVT-00187,GA-3  , STN-01 ,09-24-2025 10:12:00,303 PQR,54.8,190.9F,OK,S4FHVR SKR MN8Y C619,Sup-01,wo-2025093,T101,manual,S1,2.6,46.1,No,111
EVT-00188, GA-2 ,STN-09,16-09-2025 13:14:41,303-PQR,53.4,183.0F,None,K A2DLV BLLE4A3F77 T,sup-09,WO-2025078,T-109,probe,S2,2.34,39.8 psi,No,112
EVT-00189,  GA-3,STN-02,19/10/2025 17:53:47,202-MNO,39.9,93.4 C, OK,CJE8 T3B B9S4Y1W4DY,SUP-11,WO-2025052,T-102,Camera,S1,3.52 kWh,40.8 psi,No,113
EVT-00190,GA-2  , STN-02 ,2025-11-25 20:38,202-mno,51.9,85.1C, OK,XzDV KRV XZVJpC EW7h,SUP-09,WO 2025171,T-102,CAMERA,S3,2.69 kWh,20.1 PSI,No,108
EVT-00191, GA-3 ,  STN-01,20/06/2025 20:99:01,123-ABC,52.4,93.9C,OK,DS5YZFC4KL8CF N1V6,Sup-09, WO-2025013 ,T-101,CAMERA,,2.15,38.4 psi,No,111
EVT-00192,GA-2,STN-02,13/01/2025 15:29:59,303-PQR,61.4 Nm,78.1 C,OK,V0A2G6AP8VBK6U3RN,SUP-11,WO-2025098,T-102,operator,S3,2.4,39.5 PSI,No,110
EVT-00193,  GA-3,STN-07  ,2025-04-09 11:09:48,303 PQR,59.9,90.8C,None,Z M V5917Hf3FP F72PZ,sup-02,WO-2025001,T-107,Manual,S1,3.47,37.6 PSI,No,119
EVT-00194,GA-3,STN-05,2025-03-16 05:58,123-ABC,54.7,80.5C,OK,NFRPHPABDD5TB8MGB,Sup-11,WO-2025190,T-105, vision ,,5.4 kWh,48.9,No,120
EVT-00195,GA-3,STN-09,17-05-2025 19:40:40,123-ABC,43.1,88.2 C,None,FMD23VF30J496ETJ8,Sup-11,WO-2025195,T-109, vision ,S2,2.77,48.2,No,110
EVT-00196,GA-3,STN-03,2025-10-02 15:22:42,123ABC,40.8 Nm,99.5 C, None,AYNM1A LSEDU2WSVV2,SUP-05,WO-2025060,t-103,Sensor,,4.13,32.1,No,119
EVT-00197,GA-1,STN-09,25-01-2025 06:08:53,123-ABC,56.4,81.4 C,None,BT4E30CERPXC2SZ9M,SUP-02,WO-2025062,T-109,operator,S2,2.45,45.3 psi,No,116
EVT-00198,  GA-1,STN-01  ,2025/03/24 07:33:41,202-MNO,52.5,182.5F,None,2 NEYf HMZCN5N2URDj,SUP-05,WO 2025065,T-101,probe,S4,3.13,41.7 PSI,No,118
EVT-00199, GA-2 , STN-09 ,22-09-2025 18:37:04,789-ghi,50.3,175.3F,OK,BNY0V2EMUY115012L,SUP-11, WO-2025024 ,T-109,probe,S3,2.6,50.3 PSI,No,105
EVT-00200,GA-1  ,STN-03  ,25/08/2025 16:50:41,456-DEF,52.9,189.7F,Reject,T0VXSEER 5NZ1LH8AT,SUP-01,WO-2025205,T-103,camera,S3,4.13 kWh,47.6 psi,No,118
EVT-00201,GA-1  ,STN-02,2025/01/25 05:54:31,123 ABC,39.1 Nm,99.3C,OK,BT4 E30CERPX C2SZ9M,SUP-02,WO-2025062,T-102,sensor,,2.86 kWh,53.8 PSI,No,120
EVT-00202, GA-3 , STN-07 ,06-06-2025 14:00:28,456-DEF,45.2 Nm,189.1F,None,5FUM7T BTYCZ643M34,sup-05,WO-2025138,T-107, MANUAL ,,3.9,45.3 psi,No,120
EVT-00203,  GA-2,  STN-03,08-11-2025 05:35:26,202 MNO,49.6,79.5C, None,6ARZY5L4PE UT UB0B 7,sup-11,WO-2025031,T-103, vision ,,3.73,21.0 PSI,No,108
EVT-00204,  GA-2,STN-09,2025/06/12 15:37:26,456DEF,53.0 Nm,66.8C,Repair,1LFSP0TYDR46AFZGG,Sup-05,WO-2025159,T-109,Sensor,,2.49 kWh,41.9,No,114
EVT-00205,  GA-3,  STN-03,08-24-2025 18:11:43,303-PQR,42.0 Nm,97.1C,OK,9N8 479S2233D9 2CPP,sup-02,WO-2025177,T-103, SENSOR ,,4.12 kWh,36.7,No,120
EVT-00206,GA-3  ,  STN-03,06-06-2025 13:53:19,456-DEF,45.0 Nm,187.9F,None,5FUM7TBTYCZ643M34,Sup-05,WO 2025138,T-103,CAMERA,S3,3.27 kWh,48.5 PSI,No,115
EVT-00207,  GA-2,  STN-03,2025/12/15 18:33:21,789-GHI,63.8,94.8C,None,cd6T1r7pC1 SrdYYT Z,Sup-01,WO-2025107,T-103, SENSOR ,S3,4.4,53.4,No,110
EVT-00208,GA-1  ,STN-07,2025-05-03 16:44,202-MNO,47.8,189.0F,None,P9RJ   R1YTM9GM52SD5,sup-11,WO 2025050,T-107,sensor,,3.44 kWh,44.6,no,125
EVT-00209,  GA-3, STN-09 ,2025-12-05 15:21:40,303-PQR,44.9,211.1F,Repair,SR1 WBR6772 L 6T5V10,SUP-02,WO-2025146, T-109 ,CAMERA,,3.2 kWh,39.1 psi,No,111
EVT-00210,GA-3  ,  STN-03,2025-05-18 17:54:17,202-MNO,41.2,95.9C,None,67PNMMMF229AZKR3J,sup-05,wo-2025253,T-103,operator,S3,4.52 kWh,43.3,No,112
EVT-00211,GA-2,  STN-02,2025/10/04 18:09:32,202-MNO,50.2,101.6C,na,4Z8M 7YXZ0S4CV37TC,SUP-01,WO-2025260,T-102,operator,S3,2.23 kWh,51.9,No,107
EVT-00212,GA-3  ,  STN-05,2025/12/11 15:83:28,456-DEF,57.2 Nm,81.3 C, None,6Xm2Y TR5 JdXa787Va,sup-09, WO-2025095 ,T105, SENSOR ,,3.88 kWh,40.8 PSI,No,116
EVT-00213,  GA-2,STN-02  ,06-05-2025 06:53:28,789-ghi,45.3,84.1 C, None,3CRZU9F2PL5X0D4NK,sup-02,WO-2025122,T102,manual,S2,3.64,49.2 psi,No,108
EVT-00214,GA-2  ,STN-01  ,2025-04-20 08:54:36,202-mno,46.2 Nm,198.9F,OK,P8CTJAUKSLE03E8SK,Sup-01,wo-2025291,T-101,Sensor,,2.95,32.5 psi,No,113
EVT-00215,GA-1,STN-03  ,19/07/2025 14:13:22,101 JKL,61.8 Nm,201.7F,OK,XW6F LWZXARK E5 AJS2,SUP-05,WO-2025079,T-103, vision ,,3.8,53.5,No,119
EVT-00216,GA-2,STN-02,05-19-2025 19:19:25,123ABC,38.4,191.8F,Repair,N74RF 4JP3YM43P8JP,SUP-02,WO-2025092,t-102,CAMERA,S3,3.01 kWh,43.3,No,107
EVT-00217,GA-1,STN-03,03-18-2025 17:21:52,123-ABC,20.2,99.5 C, None,HCDBRV4D4NHW23DK0,Sup-09,WO-2025183,T-103,Manual,S1,4.51,39.4 PSI,No,117
EVT-00218,GA-1, STN-01 ,2025-07-19 14:04,101-JKL,54.1,175.6F,OK,XW6F LWZXAR KE 5AJS2,SUP-05,WO-2025079,T-101, SENSOR ,,2.6,38.4,No,119
EVT-00219,GA-2  ,STN-07,2025-10-15 17:14:57,202MNO,61.7,185.0F,None,GYV8 VV12WZ 0RD3VTY,SUP-02,WO 2025019,T-107,sensor,,2.8 kWh,40.7 psi,Y,110
EVT-00220,GA-2,STN-05,2025-11-09 05:32:30,456-DEF,63.8,90.6 C,None,B28B9SCL4N5V8HN2B,sup-09,WO-2025152,T-105, SENSOR ,S3,5.34,36.5 PSI,No,114
EVT-00221,GA-2  ,STN-02,2025-07-19 07:20,202-mno,50.1,101.7 C,na,9B7NYZWB04GJHJJ41,SUP-02,WO 2025142,T-102,probe,,3.33 kWh,41.0 PSI,Y,108
EVT-00222,  GA-3,STN-09,2025-05-16 05:56:54,123-ABC,63.1,100.3 C,Reject,5PPYA8SNMBB3SNXZY,SUP-02,WO-2025192, T-109 ,Camera,S2,3.11,34.4 PSI,No,120
EVT-00223,GA-1, STN-05 ,04/12/2025 16:37:47,789-GHI,63.1,91.1C,OK,3F08C 387 0E1A79NMZ,Sup-01,wo-2025150,T-105,Camera,,5.3,48.3 psi,No,116
EVT-00224,GA-2,STN-07,11-09-2025 05:39:19,456-DEF,60.2,82.7C,None,B28B9SCL4N5V8HN2B,Sup-09,WO-2025152,T-107, SENSOR ,,3.11 kWh,50.4,No,115
EVT-00225, GA-3 ,STN-05  ,2025-04-11 11:05:40,789-GHI,41.8 Nm,190.2F, None,UM6Y4K4PXA4S0MXDD,SUP-01,WO-2025133,T-105,manual,,3.75,38.7,No,111
EVT-00226,GA-3,STN-03  ,2025-10-25 09:46:04,101-jkl,50.8 Nm,211.3F,Reject,F5EBC94D6NKAT1H21,SUP-09,WO-2025058,T-103, vision ,S3,3.75 kWh,49.1 psi,no,114
EVT-00227,GA-1, STN-05 ,03-20-2025 13:26:27,101-JKL,63.9,81.6 C,Repair,j7cz TBW6sBJb2N0NY,Sup-05,WO-2025135,t-105,manual,,4.14 kWh,43.8 PSI,No,122
EVT-00228,GA-3,  STN-07,06-02-2025 05:50:41,789GHI,39.5,177.3F,Repair,TE0TD ZYZ  VS5TNT9XM,SUP-02,WO-2025026,T-107,sensor,S4,3.47 kWh,38.8,No,111
EVT-00229,GA-1,STN-03  ,09-02-2025 11:62:10,303-PQR,63.4,50.7 C,OK,B6X0L  PPgWWE 3V2F6T,Sup-09,wo-2025112,T-103, vision ,S4,4.49 kWh,34.4 PSI,No,119
EVT-00230,GA-1  ,STN-05  ,07-05-2025 14:12:40,202MNO,19.3,180.0F,None,yr kXRG5K3z77079wX,SUP-02,WO-2025022,T-105,Sensor,S1,5.1 kWh,35.2 PSI,no,121
EVT-00231,GA-3,STN-01,2025-10-02 15:15,123-ABC,44.7,86.2C, None,AYNM1ALSEDU2WSVV2,SUP-05, WO-2025060 ,T-101,camera,,3.47 kWh,34.0 psi,No,119
EVT-00232, GA-2 , STN-09 ,2025-01-20 16:41:06,101-JKL,59.8,80.5 C, None,B6VAXZ0X7X34446PP,SUP-02,WO-2025212,T-109,camera,,3.19 kWh,51.1 psi,No,106
EVT-00233,GA-2,STN-09,04-20-2025 09:10:43,202-MNO,41.0 Nm,101.9C,None,P8CTJAUKSLE03E8SK,sup-01,WO-2025291,T-109,camera,,1.95 kWh,37.3 psi,No,114
EVT-00234, GA-1 , STN-03 ,2025/06/17 11:57:12,202 MNO,48.4,197.2F,Repair,ARGH43P4G1HDDPBB5,Sup-05,WO-2025234,T-103,Sensor,S2,3.95,42.8 psi,No,121
EVT-00235,  GA-3,  STN-07,11-03-2025 14:55:12,303-PQR,47.3,66.1 C,Reject,LR1BM8 5 R4EBS3WZAS,SUP-01,WO-2025072,T-107, SENSOR ,S4,3.41 kWh,71.5 psi,No,112
EVT-00236,GA-1,STN-02,12-06-2025 07:18:36,303-PQR,49.3,96.4C,None,YYC9XJFNTFDUN93FU,Sup-11,WO-2025238,T-102,sensor,S1,3.67 kWh,33.3 PSI,No,121
EVT-00237,GA-1  , STN-01 ,2025-05-21 16:13:03,456-def,24.2 Nm,213.8F,na,GPR1E62N3RR2XM3J1,SUP-02, WO-2025077 ,T101,CAMERA,S3,3.16,42.5,No,120
EVT-00238,GA-2,STN-05,03/10/2025 16:45:06,789-GHI,63.1,92.0 C,OK,J54ZYH0KJEX6PT7YN,Sup-05,WO-2025068,T-105,manual,S3,5.41 kWh,41.5,No,108
EVT-00239,GA-3,  STN-02,25-10-2025 09:43:09,101-jkl,54.4,186.8F,na,F5EBC94D6n K  AT1h21,Sup-09,wo-2025058, T-102 ,Manual,,2.87,50.2 psi,No,119
EVT-00240,GA-3  , STN-09 ,06-06-2025 14:04:27,456-DEF,58.5,89.9C,None,5FUM7TBTYCZ643M34,Sup-05,WO-2025138,T-109,Manual,,2.58,22.9 PSI,No,113
EVT-00241,  GA-3,STN-03,2025/04/07 16:11:58,123 ABC,57.6,96.1C, None,CXDW970 88CBdpKECS,sup-05,WO-2025084, T-103 ,operator,S1,3.57,21.9 psi,No,111
EVT-00242, GA-1 ,STN-09,05/07/2025 14:25:52,202-MNO,50.8 Nm,181.8F,Reject,yRKx Rg5K3 Z77079WX,SUP-02,WO-2025022,T109, MANUAL ,S3,2.75 kWh,68.1,No,122
EVT-00243,  GA-1, STN-09 ,2025-03-13 11:49,789GHI,58.6,96.6C,None,9E0KLLHSP7ZZ1K06 Y,SUP-01,WO-2025059,T-109,probe,S2,2.88 kWh,40.1 psi,YES,115
EVT-00244,GA-3,STN-03,2025/11/08 10:54:56,456-DEF,43.0,88.5 C,na,JCEJMN9LPJSXHTS34,sup-11,WO-2025276,T-103, SENSOR ,S2,3.22 kWh,44.7,No,114
EVT-00245,GA-2  ,STN-02,23/06/2025 07:05:03,456-DEF,52.6,98.9C,None,9M M2 11LDA81ZR6E 9K,sup-05,WO-2025158,T-102,Camera,,2.64 kWh,37.5,Yes,105
EVT-00246,  GA-3, STN-09 ,2025-08-03 15:43:18,202-MNO,43.1,210.0F,None,YC8U28U 1TAYU8KG44,sup-01,wo-2025030,T-109, MANUAL ,S2,3.0 kWh,46.9,No,119
EVT-00247,GA-2,STN-05  ,2025-09-01 10:99:04,202-MNO,59.9,100.0 C,None,TXG P6XRFK6YX5DMM9,Sup-01,WO-2025039, T-105 ,camera,S2,5.3 kWh,40.7,No,112
EVT-00248,  GA-1,  STN-07,11-06-2025 06:04:59,B0GUS-01,46.0,185.4F,OK,GN 8t3RYb5Sc819njP,Sup-11,wo-err-0003,t-107,sensor,,3.55,43.9 PSI,No,120
EVT-00249,  GA-2,  STN-09,2025/07/04 06:07:43,456 DEF,54.7,96.5C,na,5NHU7AV HFJC 4Y5 ZG5,SUP-09,WO-2025087,T-109,operator,S1,2.85 kWh,47.0 psi,No,114
EVT-00250,GA-3, STN-02 ,12-18-2025 10:20:38,123-ABC,57.1,174.7F,None,7DHMFPLNSC3YNCHKW,sup-09,WO-2025033,T-102,Camera,S1,3.21,33.5 psi,YES,113
EVT-00251,  GA-1,STN-03  ,05-07-2025 14:11:42,202-mno,52.8,193.3F,OK,YrKXRg5K3 Z7707 9 WX,SUP-02,WO-2025022,T-103, vision ,,3.93,46.4 PSI,No,124
EVT-00252,GA-1  , STN-03 ,24-03-2025 07:41:50,202 MNO,38.8 Nm,195.8F,na,2NEyFHmzC  N5N2URDJ,SUP-05,wo-2025065, T-103 , MANUAL ,S3,4.58 kWh,52.8 PSI,No,124
EVT-00253,GA-3,STN-05  ,08-19-2025 11:09:14,789 GHI,23.5,100.0 C, None,LYXUT2VDHAS3J9Y3H,SUP-02,WO-2025145, T-105 , SENSOR ,S1,5.75 kWh,36.7 PSI,No,119
EVT-00254,  GA-3,STN-07,2025-08-24 18:22,303PQR,46.8,180.1F, None,9N8479S2233D92CPP,Sup-02,WO 2025177,T-107,sensor,S1,3.51,37.5,No,117
EVT-00255,GA-1,STN-01,2025-06-02 12:15:46,123-ABC,58.8,91.4C,None,M2THBCC2ZG1PCNS9A,SUP-02,WO-2025287,T-101,probe,S3,3.43 kWh,35.7 psi,No,125
