Supplier_Code,Supplier_Name,Country,Part_No,Part_Description,VIN,Work_Order,Warranty_Claim,Defect,Scrap_Reason
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,0UJ89WW2FFPES2SVC,WO-2025100,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,B0GUS-01,,0GAHZSSYM97HVXMKW,WO-ERR-0017,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,6PEM9NNC8ZCH08P3L,WO-2025091,No,None,Material Defect
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,13C534E4CG52D7286,WO-2025274,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,D8B2AM1HGC0TNPL8X,WO-2025127,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,ASRZZEGUV91JGJUH3,WO-2025064,Yes,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,7DHMFPLNSC3YNCHKW,WO-2025033,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,6BSZRPDNPCK03AF4U,WO-2025239,Yes,None,
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,P8SRM39SDJ6FD01EG,WO-2025257,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,F5EBC94D6NKAT1H21,WO-2025058,Yes,Reject,Assembly Error
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,VFXHR7TTK58GDFHWJ,WO-2025128,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,BLPG0NR4H6S8TP5XH,WO-2025057,Yes,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,RLPPT8TZPZLXCFAXS,WO-2025288,No,None,
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,C1PADTKV0FKG8XYRU,WO-2025106,Yes,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,PJ93TH630WBBEUH28,WO-2025110,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,FLLDMGLXY5WDUUMF2,WO-2025295,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,P8SRM39SDJ6FD01EG,WO-2025257,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,BM3HYZJCKV2DLPV84,WO-2025021,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,VDUMJ53UHTM96FF31,WO-2025170,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,F07ZGVD6PP7F6B1L8,WO-2025153,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,67PNMMMF229AZKR3J,WO-2025253,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,SD4T0TK49JVN7T65K,WO-2025003,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,DHXYCX6ZSA75DC1UY,WO-2025200,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,91994W5RENGTXCE5A,WO-2025282,No,Repair,Material Defect
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,A984VWKZSMKLKY8YG,WO-2025014,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J8J7KVEKAUK11RJD8,WO-2025243,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ZKBB6ZEVYCYNACA2K,WO-2025101,No,Repair,Torque Failure
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,E53K31VWDJH2PAGNP,WO-2025028,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,T5RZZ05ZMHU73733B,WO-2025067,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,6PSNFC4Z0TPXRHFBV,WO-2025191,No,Repair,Assembly Error
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,4XBWDDU8NCHD8MEYY,WO-2025149,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,HCDBRV4D4NHW23DK0,WO-2025183,No,Repair,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,8D3PDKXDGTDPUP6PS,WO-2025104,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,6WFUWZEZK3MD7Y730,WO-2025037,No,Reject,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,PMW3YCDZK0Y65MWEM,WO-2025005,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,JNUHLZNF2TUFEJGPV,WO-2025237,No,Repair,Torque Failure
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,YC8U28U1TAYU8KG44,WO-2025030,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,RLPPT8TZPZLXCFAXS,WO-2025288,No,None,Material Defect
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,F8K5GBABPJ1TE8X9V,WO-2025117,No,None,
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,NNMRFG1R25FY580NU,WO-2025172,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,M2THBCC2ZG1PCNS9A,WO-2025287,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,S0ER9TC122117NZYU,WO-2025123,No,Repair,
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,57W67GTEXMTS5F866,WO-2025256,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,JTNZM42TK1641TEJP,WO-2025131,No,Repair,
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RNGX23YREJP3L26ZB,WO-2025258,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,LL7CPXY1G5TMRMFFA,WO-2025051,No,None,
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,GVG81JX0GPWS2WNR6,WO-2025235,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,PH9TDBDX3PCN9U95A,WO-2025000,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,4SFVS984JAVKE2324,WO-2025210,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,5HZ8Y43EWH5RT2DZ7,WO-2025217,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,6HB3TUW4CHFUM574H,WO-2025242,No,Reject,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,VLP2241AFV3C40XAM,WO-2025272,Yes,Repair,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,9RXS7F139FY2RAJEG,WO-2025271,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,5J71AM1FP9URP4AMR,WO-ERR-0011,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,ZMV5917HF3FPF72PZ,WO-2025001,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,FA3C7C8AYHPU5KXWT,WO-2025264,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,V0A2G6AP8VBK6U3RN,WO-2025098,No,None,Material Defect
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,URFVEPEZUZ189F9V6,WO-2025119,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5FUM7TBTYCZ643M34,WO-2025138,Yes,None,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,SR1WBR6772L6T5V10,WO-2025146,No,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,06EW5K03NXYSPG983,WO-2025034,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,LYXUT2VDHAS3J9Y3H,WO-2025145,No,Reject,Torque Failure
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,YYC9XJFNTFDUN93FU,WO-2025238,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,CE62WNX65B4EZS2U4,WO-2025041,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,UM6Y4K4PXA4S0MXDD,WO-2025133,Yes,None,
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,AYNM1ALSEDU2WSVV2,WO-2025060,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RYL6SRHY3TBSB3UG1,WO-2025216,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,5NHU7AVHFJC4Y5ZG5,WO-2025087,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,BNY0V2EMUY115012L,WO-2025024,No,None,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,U3TWZ65RJ3XJJ807C,WO-2025157,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,9K3GKA4MH1N6P9T7L,WO-2025109,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,P5LDX4R231Y4PBKKR,WO-2025164,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,VLP2241AFV3C40XAM,WO-2025272,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,WP6E0N8Z4YBBM0J33,WO-2025069,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,BM3HYZJCKV2DLPV84,WO-2025021,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,FMRM5GGBP16FGSYJP,WO-2025036,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,C2ZHY79RBSUF7C3SS,WO-2025080,No,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,8SJ0K4C9YBPNSY0C4,WO-2025009,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,BA0TY9SSTNDZ1ETH5,WO-2025293,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,0SX6L87PTCG8S7RSE,WO-2025105,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,B8457BFZX373WJVAC,WO-2025115,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,5HZ8Y43EWH5RT2DZ7,WO-2025217,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,CJE8T3BB9S4Y1W4DY,WO-2025052,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,18VGBYR71TB1FG24V,WO-2025231,Yes,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,GYV8VV12WZ0RD3VTY,WO-2025019,No,Reject,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,G6JEALRE7Z0SNP7J6,WO-2025280,No,Repair,Torque Failure
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,2HP3ZTFBENM0UN6AY,WO-2025075,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,YYC9XJFNTFDUN93FU,WO-2025238,No,None,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,ZDNGRP56BZJP7C6RW,WO-2025226,No,Reject,Torque Failure
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,BWKL084FDSPZF2JYJ,WO-2025277,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,74PE1PV6N9BT1U5U1,WO-2025284,No,Repair,Torque Failure
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,PYLMZSU8CG90MY7AB,WO-2025189,No,None,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,Z0JSPVS0WHTYVJW35,WO-2025165,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,9MM211LDA81ZR6E9K,WO-2025158,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,6BSZRPDNPCK03AF4U,WO-2025239,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J8J7KVEKAUK11RJD8,WO-2025243,No,None,Material Defect
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,D4SXL67C7HR5NN5GC,WO-2025097,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RNGX23YREJP3L26ZB,WO-2025258,No,None,Material Defect
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,6ARZY5L4PEUTUB0B7,WO-2025031,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,LPSEBSX2GVKB6MY01,WO-2025137,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,SD4T0TK49JVN7T65K,WO-2025003,No,Reject,Material Defect
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,6HB3TUW4CHFUM574H,WO-2025242,Yes,None,
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,8EEFDZ51WCAJG101D,WO-2025255,No,Repair,Torque Failure
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,EU1UA0YWMPF0BLJ3N,WO-2025180,No,Repair,Sensor Fault
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,E53K31VWDJH2PAGNP,WO-2025028,Yes,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,GL197F0SLFS9A0GDS,WO-2025045,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,GPR1E62N3RR2XM3J1,WO-2025077,No,None,Material Defect
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,6TUNX8EY6XASRW3YN,WO-2025125,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,JTAWRY1Y1CCDED7U0,WO-2025283,Yes,Repair,
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,JNML4XGS98CGDS9SD,WO-2025286,No,Reject,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,9K3GKA4MH1N6P9T7L,WO-2025109,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,8SJ0K4C9YBPNSY0C4,WO-2025009,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ETSA00YWKK0CPHY0B,WO-2025297,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,JE8JN8WG3MD7V0G45,WO-2025294,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,F8K5GBABPJ1TE8X9V,WO-2025117,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,G0X3GXVFRF427UT26,WO-2025248,No,None,
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,7LP7DFJCP1VLZ2YGR,WO-2025027,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,8CHD3ZPUTDBKNKW36,WO-2025214,Yes,Reject,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,VW76C3NMZB5BPM0SB,WO-2025076,No,None,
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,S58LZ8511LNKKVP4K,WO-2025046,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,ASRZZEGUV91JGJUH3,WO-2025064,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,000Y6B2KLWHN4P0PD,WO-2025126,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,AYNM1ALSEDU2WSVV2,WO-2025060,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,V0A2G6AP8VBK6U3RN,WO-2025098,No,None,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,0ZF3EX5JH5WEANT5U,WO-2025048,No,None,Material Defect
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,RYUFW1TEDEAT0XG19,WO-2025188,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FD3WEY2ETGXV283A6,WO-2025206,No,None,
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,RYUFW1TEDEAT0XG19,WO-2025188,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,M2THBCC2ZG1PCNS9A,WO-2025287,No,Repair,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,5UC52UJ92HEWZS0VL,WO-2025187,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,JNUHLZNF2TUFEJGPV,WO-2025237,No,None,Material Defect
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,ASZS4DE1AVBK76NUC,WO-2025281,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,AYTJEA5Y45BYK26RX,WO-2025222,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,8CHD3ZPUTDBKNKW36,WO-2025214,No,Reject,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5FGBV63JH2N0A5ZD3,WO-2025236,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,Z9M0E9XZ5XCA14DA0,WO-2025167,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,TVSD86DWDWZMUGTHV,WO-2025207,Yes,None,Material Defect
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,FA3C7C8AYHPU5KXWT,WO-2025264,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,BAML519CXKYCMNNWV,WO-2025081,No,None,Material Defect
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,URFVEPEZUZ189F9V6,WO-2025119,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,RNW63HX5LW1KTWC94,WO-2025179,No,None,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,2ZFT0F73344NLY4FS,WO-2025116,No,Repair,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,WSCGH8A7B2BB72PDB,WO-2025114,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,K5E0T96KX1PN524KT,WO-2025066,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,HSU67F2GERZ8LBKZZ,WO-2025160,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,BY0GK7U5BFYPFX8YE,WO-2025120,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,CSPZT7CCXCKXVL9UR,WO-2025004,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,ARGH43P4G1HDDPBB5,WO-2025234,No,None,
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,DJYFXVYY8L3DDH1VZ,WO-2025010,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,3K9JB79ZK65XRPLRF,WO-2025070,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,DHXYCX6ZSA75DC1UY,WO-2025200,No,Reject,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,KEL05UP0N32UC4U4Y,WO-2025035,Yes,Repair,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,E2ZBM0RTCURN8Z954,WO-2025089,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,EZP4GZB2GVWJ3ZAXH,WO-2025290,No,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,795W3KSA7Y0WZ84P6,WO-2025266,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,M2THBCC2ZG1PCNS9A,WO-2025287,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,4XBWDDU8NCHD8MEYY,WO-2025149,No,Repair,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,31WBMC97C7BP229YP,WO-2025008,No,None,Material Defect
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,P1JPCE47TT8J9VA25,WO-2025143,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,UXY5ZDH3X57GDHKXR,WO-2025196,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,GYV8VV12WZ0RD3VTY,WO-2025019,No,Reject,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,533ATBBT7DKH5BBKW,WO-2025140,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,74PE1PV6N9BT1U5U1,WO-2025284,No,None,Material Defect
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,CSPZT7CCXCKXVL9UR,WO-2025004,No,Repair,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,7LNX4WTTTVSALDPL6,WO-2025007,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5PGJM11HALT1JAW9N,WO-2025285,No,Repair,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,9E0KLLHSP7ZZ1K06Y,WO-2025059,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,FA3C7C8AYHPU5KXWT,WO-2025264,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,BPBY3Y13BN1J97DTS,WO-2025194,No,None,Material Defect
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,T0VXSEER5NZ1LH8AT,WO-2025205,No,None,Material Defect
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,KXEF3MXV5CFHLKJYJ,WO-2025018,Yes,Repair,Assembly Error
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,SPPDFE1GUDZ2SZDS7,WO-2025227,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,XPN6EAXD3HAWY66LE,WO-2025086,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,3K9JB79ZK65XRPLRF,WO-2025070,Yes,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,L53M30KN3RDN68BNH,WO-2025198,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,09LFER95K4AXLAT1X,WO-2025083,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,99E77LV8DL6026PPR,WO-2025020,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,88J6DY5TGPB0XTM1R,WO-2025275,No,Repair,
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,ASRZZEGUV91JGJUH3,WO-2025064,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,B0GUS-01,,7PKZ27BTHYZX06CVW,WO-ERR-0021,No,Repair,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,6HB3TUW4CHFUM574H,WO-2025242,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,VLP2241AFV3C40XAM,WO-2025272,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,C588J4TBBMPM34TGW,WO-2025215,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,6X62JY3L1BN00JWUH,WO-2025155,No,None,
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,UYSTAAZE8T3XCZ6G2,WO-2025185,No,None,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,M80UA67VFKNSDX7SB,WO-2025166,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,G6JEALRE7Z0SNP7J6,WO-2025280,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,URFVEPEZUZ189F9V6,WO-2025119,Yes,None,Material Defect
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,PUVY6J2ZFTLSZP891,WO-2025193,No,Reject,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,BLPG0NR4H6S8TP5XH,WO-2025057,Yes,Repair,Torque Failure
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,VFXHR7TTK58GDFHWJ,WO-2025128,Yes,Reject,Material Defect
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,LVSAAJ84SY6PTZJDK,WO-2025025,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,S4FHVRSKRMN8YC619,WO-2025093,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,URFVEPEZUZ189F9V6,WO-2025119,No,Repair,Torque Failure
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5FUM7TBTYCZ643M34,WO-2025138,No,Repair,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,FZRBCH1CWVFFHZ04K,WO-2025123,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,GVG81JX0GPWS2WNR6,WO-2025235,No,Reject,Assembly Error
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,6FZX9ZKGDP3CKK4VA,WO-2025245,No,None,
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5PGJM11HALT1JAW9N,WO-2025285,Yes,Reject,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,9K3GKA4MH1N6P9T7L,WO-2025109,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,M80UA67VFKNSDX7SB,WO-2025166,No,None,
